"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"predetermines","13","NULL","1","0.00"
"predetermining","14","NULL","5","1.61"
"predicaments","12","NULL","61","4.11"
"predicated","10","NULL","362","5.89"
"predicates","10","NULL","249","5.52"
"predicating","11","NULL","5","1.61"
"predicative","11","NULL","11","2.40"
"predicatively","13","NULL","4","1.39"
"predicatives","12","NULL","0","0.00"
"PREDICATOR","10","NULL","0","0.00"
"predictively","12","NULL","4","1.39"
"predigesting","12","NULL","0","0.00"
"predigests","10","NULL","1","0.00"
"predisposes","11","NULL","46","3.83"
"predisposing","12","NULL","17","2.83"
"PREDNISONE","10","NULL","230","5.44"
"preemptor","9","NULL","0","0.00"
"preemptors","10","NULL","0","0.00"
"preened","7","NULL","11","2.40"
"preens","6","NULL","17","2.83"
"prefabricates","13","NULL","0","0.00"
"prefabricating","14","NULL","0","0.00"
"prefabs","7","NULL","0","0.00"
"prefaces","8","NULL","41","3.71"
"prefacing","9","NULL","46","3.83"
"prefatory","9","1","38","3.64"
"prefect","7","1","517","6.25"
"prefects","8","NULL","46","3.83"
"prefectural","11","NULL","126","4.84"
"prefecture","10","NULL","232","5.45"
"prefectures","11","NULL","47","3.85"
"preferentially","14","NULL","212","5.36"
"prefigured","10","NULL","25","3.22"
"prefigures","10","NULL","12","2.48"
"prefiguring","11","NULL","7","1.95"
"prefixed","8","NULL","343","5.84"
"prefixing","9","NULL","63","4.14"
"PREFUH","6","NULL","0","0.00"
"pregnancies","11","NULL","1205","7.09"
"pregnantly","10","NULL","0","0.00"
"preheated","9","NULL","173","5.15"
"preheating","10","NULL","27","3.30"
"preheats","8","NULL","3","1.10"
"prehensile","10","1","63","4.14"
"prehension","10","NULL","0","0.00"
"prehistorically","15","NULL","1","0.00"
"prehistories","12","NULL","0","0.00"
"PREISOLATED","11","NULL","0","0.00"
"prejudgements","13","NULL","3","1.10"
"prejudges","9","NULL","16","2.77"
"prejudging","10","NULL","71","4.26"
"prejudicially","13","NULL","5","1.61"
"prejudicing","11","NULL","13","2.56"
"prelacies","9","NULL","0","0.00"
"prelacy","7","NULL","1","0.00"
"prelate","7","1","37","3.61"
"prelates","8","NULL","31","3.43"
"prelims","7","NULL","150","5.01"
"preluded","8","NULL","13","2.56"
"preluding","9","NULL","0","0.00"
"premaritally","12","NULL","0","0.00"
"premeditated","12","NULL","283","5.65"
"premeditates","12","NULL","1","0.00"
"premeditating","13","NULL","0","0.00"
"premiered","9","NULL","415","6.03"
"premiering","10","NULL","52","3.95"
"premiers","8","NULL","180","5.19"
"premiership","11","NULL","296","5.69"
"premierships","12","NULL","56","4.03"
"premised","8","NULL","125","4.83"
"premising","9","NULL","3","1.10"
"prenatally","10","NULL","24","3.18"
"PRENCE","6","NULL","0","0.00"
"PRENTICE'S","10","NULL","2","0.69"
"preoccupying","12","NULL","18","2.89"
"preordained","11","NULL","29","3.37"
"preordaining","12","NULL","0","0.00"
"preordainments","14","NULL","0","0.00"
"preordains","10","NULL","1","0.00"
"preordinations","14","NULL","0","0.00"
"prepackages","11","NULL","0","0.00"
"prepackaging","12","NULL","0","0.00"
"prepacked","9","NULL","10","2.30"
"prepacking","10","NULL","0","0.00"
"prepacks","8","NULL","1","0.00"
"prepaid","7","NULL","1917","7.56"
"prepaying","9","NULL","32","3.47"
"prepays","7","NULL","26","3.26"
"PREPOLYMER","10","NULL","0","0.00"
"preponderant","12","NULL","20","3.00"
"preponderated","13","NULL","0","0.00"
"preponderates","13","NULL","0","0.00"
"prepositionally","15","NULL","0","0.00"
"prepositions","12","NULL","123","4.81"
"prepossessed","12","NULL","0","0.00"
"prepossesses","12","NULL","0","0.00"
"prepossessing","13","NULL","1","0.00"
"prepossessions","14","NULL","1","0.00"
"PREPRINTING","11","NULL","0","0.00"
"preps","5","NULL","204","5.32"
"prepossession","13","NULL","0","0.00"
"preposterously","14","NULL","33","3.50"
"PREPUBLICATION","14","NULL","27","3.30"
"prepuce","7","1","246","5.51"
"prepuces","8","NULL","0","0.00"
"PREPUPAL","8","NULL","0","0.00"
"PRERADIATION","12","NULL","0","0.00"
"prerecorded","11","NULL","230","5.44"
"prerecording","12","NULL","2","0.69"
"prerecords","10","NULL","1","0.00"
"prerequisites","13","NULL","595","6.39"
"presage","7","1","58","4.06"
"presaged","8","NULL","16","2.77"
"presages","8","NULL","17","2.83"
"presaging","9","NULL","21","3.04"
"presbyter","9","1","29","3.37"
"Presbyterians","13","NULL","84","4.43"
"presbyteries","12","NULL","0","0.00"
"presbyters","10","NULL","18","2.89"
"presbytery","10","1","3","1.10"
"preschoolers","12","NULL","115","4.74"
"prescience","10","1","61","4.11"
"prescient","9","NULL","387","5.96"
"presciently","11","NULL","7","1.95"
"prescribing","11","NULL","317","5.76"
"prescriptively","14","NULL","4","1.39"
"prescriptivism","14","NULL","13","2.56"
"prescriptivist","14","NULL","39","3.66"
"prescriptivists","15","NULL","28","3.33"
"prescripts","10","NULL","0","0.00"
"presentably","11","NULL","1","0.00"
"PRESENTE","8","NULL","577","6.36"
"presenters","10","NULL","592","6.38"
"presentiments","13","NULL","0","0.00"
"PRESENTLYE","10","NULL","0","0.00"
"PRESENTMENTS","12","NULL","0","0.00"
"preservable","11","NULL","2","0.69"
"preservatives","13","NULL","269","5.59"
"preservers","10","NULL","61","4.11"
"presets","7","NULL","578","6.36"
"presetting","10","NULL","9","2.20"
"presidencies","12","NULL","46","3.83"
"presidia","8","NULL","4","1.39"
"presidium","9","1","360","5.89"
"presidiums","10","NULL","0","0.00"
"pressgang","9","NULL","3","1.10"
"pressganged","11","NULL","2","0.69"
"pressganging","12","NULL","0","0.00"
"pressgangs","10","NULL","0","0.00"
"pressingly","10","NULL","0","0.00"
"pressings","9","NULL","477","6.17"
"pressmark","9","NULL","1","0.00"
"pressmarks","10","NULL","0","0.00"
"pressmen","8","NULL","8","2.08"
"pressured","9","NULL","937","6.84"
"pressuring","10","NULL","354","5.87"
"pressurized","11","NULL","404","6.00"
"pressurizes","11","NULL","15","2.71"
"pressurizing","12","NULL","32","3.47"
"prestidigitations","17","NULL","0","0.00"
"prestidigitation","16","1","19","2.94"
"prestissimo","11","NULL","6","1.79"
"PRESTON","7","NULL","2157","7.68"
"prestos","7","NULL","1","0.00"
"prestidigitator","15","NULL","59","4.08"
"prestidigitators","16","NULL","7","1.95"
"prestressed","11","NULL","29","3.37"
"presumptively","13","NULL","30","3.40"
"presumptuously","14","NULL","33","3.50"
"presupposing","12","NULL","66","4.19"
"pretences","9","NULL","37","3.61"
"pretendedly","11","NULL","0","0.00"
"pretenders","10","NULL","388","5.96"
"pretentiously","13","NULL","22","3.09"
"pretentiousness","15","NULL","77","4.34"
"preterite","9","1","1","0.00"
"preterites","10","NULL","0","0.00"
"preternaturally","15","NULL","13","2.56"
"prettified","10","NULL","13","2.56"
"prettifies","10","NULL","0","0.00"
"prettify","8","NULL","7","1.95"
"prettifying","11","NULL","2","0.69"
"PRETTYMAN","9","NULL","9","2.20"
"pretzels","8","NULL","229","5.43"
"PREVAILE","8","NULL","0","0.00"
"PREVAILIN","9","NULL","0","0.00"
"prevailingly","12","NULL","0","0.00"
"prevalently","11","NULL","8","2.08"
"prevaricate","11","1","13","2.56"
"prevaricated","12","NULL","1","0.00"
"prevaricates","12","NULL","4","1.39"
"prevaricating","13","NULL","13","2.56"
"prevarication","13","NULL","59","4.08"
"prevarications","14","NULL","11","2.40"
"prevaricator","12","NULL","12","2.48"
"prevaricators","13","NULL","9","2.20"
"PREVAYLE","8","NULL","0","0.00"
"preventatives","13","NULL","12","2.48"
"preventively","12","NULL","3","1.10"
"preventives","11","NULL","10","2.30"
"previewed","9","NULL","174","5.16"
"previewing","10","NULL","280","5.63"
"previews","8","NULL","1475","7.30"
"PREVOST","7","NULL","80","4.38"
"PREVOT","6","NULL","5","1.61"
"PREXY","5","NULL","12","2.48"
"preyed","6","NULL","80","4.38"
"preys","5","NULL","97","4.57"
"pricier","7","NULL","76","4.33"
"priciest","8","NULL","7","1.95"
"pricily","7","NULL","0","0.00"
"priciness","9","NULL","0","0.00"
"pricker","7","NULL","7","1.95"
"prickers","8","NULL","4","1.39"
"prickings","9","NULL","1","0.00"
"prickled","8","NULL","7","1.95"
"prickles","8","NULL","18","2.89"
"pricklier","9","NULL","0","0.00"
"prickliest","10","NULL","0","0.00"
"prickliness","11","NULL","2","0.69"
"prickling","9","NULL","22","3.09"
"PRIDDY","6","NULL","52","3.95"
"pried","5","NULL","128","4.85"
"pries","5","NULL","43","3.76"
"priestcraft","11","NULL","5","1.61"
"priestesses","11","NULL","98","4.58"
"priestlier","10","NULL","0","0.00"
"priestliest","11","NULL","0","0.00"
"priestlike","10","NULL","0","0.00"
"priestliness","12","NULL","0","0.00"
"PRIEUR","6","NULL","31","3.43"
"prig","4","1","38","3.64"
"priggish","8","NULL","12","2.48"
"priggishly","10","NULL","0","0.00"
"priggishness","12","NULL","2","0.69"
"prigs","5","NULL","11","2.40"
"primitively","11","NULL","19","2.94"
"primitiveness","13","NULL","12","2.48"
"primitives","10","NULL","1185","7.08"
"primly","6","NULL","24","3.18"
"primmed","7","NULL","9","2.20"
"primmer","7","NULL","40","3.69"
"primmest","8","NULL","0","0.00"
"primming","8","NULL","1","0.00"
"primness","8","NULL","0","0.00"
"primogeniture","13","1","26","3.26"
"primordially","12","NULL","8","2.08"
"primped","7","NULL","12","2.48"
"primps","6","NULL","5","1.61"
"primroses","9","NULL","27","3.30"
"prims","5","NULL","24","3.18"
"primula","7","NULL","6","1.79"
"primulas","8","NULL","0","0.00"
"primus","6","NULL","629","6.44"
"primuses","8","NULL","0","0.00"
"princedoms","10","NULL","3","1.10"
"princelier","10","NULL","0","0.00"
"princeliest","11","NULL","0","0.00"
"PRINCESSE","9","NULL","30","3.40"
"princesses","10","NULL","128","4.85"
"principalities","14","NULL","127","4.84"
"principled","10","NULL","449","6.11"
"prink","5","1","1","0.00"
"prinked","7","NULL","0","0.00"
"prinking","8","NULL","0","0.00"
"prinks","6","NULL","0","0.00"
"PRINTEMPS","9","NULL","45","3.81"
"printers","8","NULL","12221","9.41"
"printings","9","NULL","479","6.17"
"printouts","9","NULL","590","6.38"
"prioress","8","1","7","1.95"
"prioresses","10","NULL","0","0.00"
"priories","8","NULL","3","1.10"
"priors","6","NULL","44","3.78"
"PRIPET","6","NULL","1","0.00"
"PRISCA","6","NULL","14","2.64"
"prisms","6","NULL","425","6.05"
"prissier","8","NULL","1","0.00"
"prissiest","9","NULL","0","0.00"
"prissily","8","NULL","1","0.00"
"prissiness","10","NULL","2","0.69"
"prithee","7","1","22","3.09"
"privateer","9","1","446","6.10"
"privateers","10","NULL","161","5.08"
"privates","8","NULL","275","5.62"
"privation","9","1","38","3.64"
"privations","10","NULL","25","3.22"
"privet","6","1","71","4.26"
"privily","7","NULL","8","2.08"
"PRIX","4","NULL","2154","7.68"
"prizefighter","12","NULL","10","2.30"
"prizefighters","13","NULL","5","1.61"
"Polaroids","9","NULL","99","4.60"
"polder","6","NULL","21","3.04"
"polders","7","NULL","12","2.48"
"prizefighting","13","NULL","0","0.00"
"POLDOWSKI","9","NULL","0","0.00"
"polecats","8","NULL","33","3.50"
"poled","5","NULL","14","2.64"
"polemically","11","NULL","1","0.00"
"polices","7","NULL","161","5.08"
"policewomen","11","NULL","21","3.04"
"poliomyelitis","13","NULL","136","4.91"
"POLIS","5","NULL","177","5.18"
"polisher","8","NULL","31","3.43"
"polishers","9","NULL","23","3.14"
"politburo","9","NULL","229","5.43"
"politburos","10","NULL","1","0.00"
"politer","7","NULL","17","2.83"
"politest","8","NULL","14","2.64"
"politicalization","16","NULL","11","2.40"
"politicalized","13","NULL","1","0.00"
"politicalizes","13","NULL","0","0.00"
"politicalizing","14","NULL","0","0.00"
"politicized","11","NULL","184","5.21"
"politicizes","11","NULL","2","0.69"
"politicizing","12","NULL","64","4.16"
"politicking","11","NULL","206","5.33"
"politickings","12","NULL","0","0.00"
"politico","8","1","981","6.89"
"politicoes","10","NULL","2","0.69"
"polity","6","1","261","5.56"
"POLK'S","6","NULL","12","2.48"
"polkas","6","NULL","87","4.47"
"pollard","7","NULL","543","6.30"
"pollarded","9","NULL","0","0.00"
"pollarding","10","NULL","0","0.00"
"pollards","8","NULL","5","1.61"
"pollinated","10","NULL","39","3.66"
"pollinates","10","NULL","1","0.00"
"pollinating","11","NULL","13","2.56"
"pollsters","9","NULL","230","5.44"
"pollutants","10","NULL","609","6.41"
"pollutes","8","NULL","117","4.76"
"polluting","9","NULL","669","6.51"
"Pollyannaish","12","NULL","5","1.61"
"Pollyannas","10","NULL","2","0.69"
"POLOLU","6","NULL","2","0.69"
"polonaise","9","NULL","25","3.22"
"polonaises","10","NULL","20","3.00"
"polonies","8","NULL","0","0.00"
"polony","6","NULL","0","0.00"
"POLTAVA","7","NULL","42","3.74"
"POLTAWA","7","NULL","0","0.00"
"poltergeists","12","NULL","43","3.76"
"poltroon","8","1","9","2.20"
"poltroonery","11","NULL","0","0.00"
"poltroons","9","NULL","2","0.69"
"poly","4","NULL","3971","8.29"
"POLYANKA","8","NULL","3","1.10"
"polyanthus","10","NULL","1","0.00"
"polyanthuses","12","NULL","0","0.00"
"POLYBUTENE","10","NULL","1","0.00"
"POLYBUTENES","11","NULL","0","0.00"
"POLYCHEMICALS","13","NULL","0","0.00"
"POLYELECTROLYTES","16","NULL","1","0.00"
"POLYETHER","9","NULL","5","1.61"
"POLYETHERS","10","NULL","5","1.61"
"polygamist","10","NULL","7","1.95"
"polygamists","11","NULL","24","3.18"
"polyglot","8","1","51","3.93"
"polyethylene","12","NULL","214","5.37"
"polyglots","9","NULL","18","2.89"
"polygons","8","NULL","2016","7.61"
"POLYISOBUTYLENE","15","NULL","0","0.00"
"POLYISOCYANATE","14","NULL","1","0.00"
"POLYISOCYANATES","15","NULL","0","0.00"
"polymath","8","1","461","6.13"
"polymaths","9","NULL","1","0.00"
"POLYMERIC","9","2","43","3.76"
"POLYMERIZATIONS","15","NULL","4","1.39"
"polymorph","9","NULL","328","5.79"
"polymorphic","11","NULL","359","5.88"
"polymorphs","10","NULL","18","2.89"
"POLYMYOSITIS","12","NULL","8","2.08"
"polyphonic","10","1","141","4.95"
"polyphony","9","1","296","5.69"
"POLYPHOSPHATES","14","NULL","3","1.10"
"polypi","6","NULL","0","0.00"
"polypous","8","NULL","2","0.69"
"polyps","6","NULL","487","6.19"
"polypus","7","NULL","0","0.00"
"polypuses","9","NULL","0","0.00"
"polys","5","NULL","266","5.58"
"POLYSILOXANES","13","NULL","0","0.00"
"polysyllabically","16","NULL","0","0.00"
"polysyllables","13","NULL","4","1.39"
"polytechnic","11","1","2778","7.93"
"polytechnics","12","NULL","36","3.58"
"polythene","9","NULL","104","4.64"
"POLYTONAL","9","NULL","5","1.61"
"pom","3","NULL","308","5.73"
"pomade","6","1","6","1.79"
"pomaded","7","NULL","0","0.00"
"pomades","7","NULL","0","0.00"
"pomading","8","NULL","0","0.00"
"pomander","8","NULL","9","2.20"
"pomanders","9","NULL","10","2.30"
"pomegranates","12","NULL","28","3.33"
"pomelo","6","NULL","8","2.08"
"pomelos","7","NULL","0","0.00"
"Pomerania","9","NULL","39","3.66"
"Pomeranians","11","NULL","49","3.89"
"POMHAM","6","NULL","0","0.00"
"pommel","6","1","176","5.17"
"Pomeranian","10","NULL","70","4.25"
"pommelled","9","NULL","0","0.00"
"pommelling","10","NULL","0","0.00"
"pommels","7","NULL","6","1.79"
"pommies","7","NULL","5","1.61"
"pommy","5","NULL","69","4.23"
"POMPANO","7","1","202","5.31"
"pompoms","7","NULL","18","2.89"
"pompon","6","1","20","3.00"
"pomposities","11","NULL","4","1.39"
"poms","4","NULL","168","5.12"
"ponce","5","NULL","517","6.25"
"ponces","6","NULL","4","1.39"
"PONCHARTRAIN","12","NULL","10","2.30"
"PONCHIELLI","10","NULL","3","1.10"
"ponchos","7","NULL","42","3.74"
"poncier","7","NULL","0","0.00"
"ponciest","8","NULL","0","0.00"
"poncy","5","NULL","18","2.89"
"ponderables","11","NULL","0","0.00"
"ponderously","11","NULL","34","3.53"
"ponderousness","13","NULL","1","0.00"
"ponders","7","NULL","178","5.18"
"pone","4","1","349","5.86"
"ponged","6","NULL","0","0.00"
"pongier","7","NULL","0","0.00"
"pongiest","8","NULL","0","0.00"
"ponging","7","NULL","1","0.00"
"pongs","5","NULL","11","2.40"
"pongy","5","NULL","0","0.00"
"poniard","7","1","0","0.00"
"poniarded","9","NULL","0","0.00"
"poniarding","10","NULL","0","0.00"
"poniards","8","NULL","0","0.00"
"PONKOB","6","NULL","0","0.00"
"PONOLUU","7","NULL","0","0.00"
"PONS","4","NULL","256","5.55"
"PONT","4","NULL","568","6.34"
"PONT'S","6","NULL","40","3.69"
"PONTCHARTRAIN","13","NULL","36","3.58"
"pontiffs","8","NULL","7","1.95"
"pontifically","12","NULL","1","0.00"
"pontificals","11","1","0","0.00"
"PONTISSARA","10","NULL","0","0.00"
"PONTIUS","7","NULL","427","6.06"
"pontoons","8","NULL","56","4.03"
"pontificated","12","NULL","62","4.13"
"pontificating","13","NULL","161","5.08"
"ponytails","9","NULL","107","4.67"
"POOCHED","7","NULL","24","3.18"
"pooches","7","NULL","27","3.30"
"poodles","7","NULL","318","5.76"
"poofier","7","NULL","0","0.00"
"poofiest","8","NULL","0","0.00"
"poofs","5","NULL","23","3.14"
"poofter","7","NULL","23","3.14"
"poofters","8","NULL","33","3.50"
"poolrooms","9","NULL","0","0.00"
"pooped","6","NULL","153","5.03"
"poops","5","NULL","120","4.79"
"POOR'S","6","NULL","181","5.20"
"poorhouses","10","NULL","5","1.61"
"poorness","8","NULL","9","2.20"
"poove","5","NULL","3","1.10"
"pooves","6","NULL","1","0.00"
"POP'LAR","7","NULL","0","0.00"
"popadum","7","NULL","0","0.00"
"popadums","8","NULL","0","0.00"
"popery","6","NULL","5","1.61"
"popguns","7","NULL","17","2.83"
"popinjay","8","1","2","0.69"
"popinjays","9","NULL","1","0.00"
"popish","6","NULL","13","2.56"
"popishly","8","NULL","0","0.00"
"popishness","10","NULL","0","0.00"
"poplars","7","NULL","84","4.43"
"poppa","5","NULL","189","5.24"
"poppas","6","NULL","2","0.69"
"poppers","7","NULL","202","5.31"
"poppet","6","NULL","29","3.37"
"poppets","7","NULL","20","3.00"
"popshop","7","NULL","0","0.00"
"popshops","8","NULL","0","0.00"
"popsies","7","NULL","0","0.00"
"popsy","5","NULL","0","0.00"
"POPULAIRE","9","NULL","58","4.06"
"POPULAIRES","10","NULL","25","3.22"
"popularizations","15","NULL","28","3.33"
"popularized","11","NULL","446","6.10"
"popularizes","11","NULL","5","1.61"
"popularizing","12","NULL","72","4.28"
"populates","9","NULL","35","3.56"
